transporte;viajeros_tasas;periodo;total
Total de viajeros;Variación anual;1996M07;""
Total de viajeros;Variación anual;1996M06;""
Total de viajeros;Variación anual;1996M05;""
Total de viajeros;Variación anual;1996M04;""
Total de viajeros;Variación anual;1996M03;""
Total de viajeros;Variación anual;1996M02;""
Total de viajeros;Variación anual;1996M01;""
Total de viajeros;Variación de la media en lo que va de año;2020M08;-48
Total de viajeros;Variación de la media en lo que va de año;2020M07;-48,3
Total de viajeros;Variación de la media en lo que va de año;2020M06;-48,5
Total de viajeros;Variación de la media en lo que va de año;2020M05;-45,5
Total de viajeros;Variación de la media en lo que va de año;2020M04;-35
Total de viajeros;Variación de la media en lo que va de año;2020M03;-16,6
Total de viajeros;Variación de la media en lo que va de año;2020M02;3,3
Total de viajeros;Variación de la media en lo que va de año;2020M01;1,4
Total de viajeros;Variación de la media en lo que va de año;2019M12;3,2
Total de viajeros;Variación de la media en lo que va de año;2019M11;3,2
Total de viajeros;Variación de la media en lo que va de año;2019M10;3,3
Total de viajeros;Variación de la media en lo que va de año;2019M09;3,1
Total de viajeros;Variación de la media en lo que va de año;2019M08;2,9
Total de viajeros;Variación de la media en lo que va de año;2019M07;3,1
Total de viajeros;Variación de la media en lo que va de año;2019M06;2,9
Total de viajeros;Variación de la media en lo que va de año;2019M05;3,5
Total de viajeros;Variación de la media en lo que va de año;2019M04;3,7
Total de viajeros;Variación de la media en lo que va de año;2019M03;5,8
Total de viajeros;Variación de la media en lo que va de año;2019M02;4,4
Total de viajeros;Variación de la media en lo que va de año;2019M01;4
Total de viajeros;Variación de la media en lo que va de año;2018M12;3,1
Total de viajeros;Variación de la media en lo que va de año;2018M11;2,9
Total de viajeros;Variación de la media en lo que va de año;2018M10;3
Total de viajeros;Variación de la media en lo que va de año;2018M09;2,6
Total de viajeros;Variación de la media en lo que va de año;2018M08;2,7
Total de viajeros;Variación de la media en lo que va de año;2018M07;2,8
Total de viajeros;Variación de la media en lo que va de año;2018M06;2,7
Total de viajeros;Variación de la media en lo que va de año;2018M05;2,7
Total de viajeros;Variación de la media en lo que va de año;2018M04;2,9
Total de viajeros;Variación de la media en lo que va de año;2018M03;0,1
Total de viajeros;Variación de la media en lo que va de año;2018M02;3,7
Total de viajeros;Variación de la media en lo que va de año;2018M01;6,2
Total de viajeros;Variación de la media en lo que va de año;2017M12;2,5
Total de viajeros;Variación de la media en lo que va de año;2017M11;2,7
Total de viajeros;Variación de la media en lo que va de año;2017M10;2,7
Total de viajeros;Variación de la media en lo que va de año;2017M09;2,6
Total de viajeros;Variación de la media en lo que va de año;2017M08;3,1
Total de viajeros;Variación de la media en lo que va de año;2017M07;3,2
Total de viajeros;Variación de la media en lo que va de año;2017M06;3,1
Total de viajeros;Variación de la media en lo que va de año;2017M05;3
Total de viajeros;Variación de la media en lo que va de año;2017M04;2,6
Total de viajeros;Variación de la media en lo que va de año;2017M03;6,5
Total de viajeros;Variación de la media en lo que va de año;2017M02;3
Total de viajeros;Variación de la media en lo que va de año;2017M01;4,5
Total de viajeros;Variación de la media en lo que va de año;2016M12;2,6
Total de viajeros;Variación de la media en lo que va de año;2016M11;2,8
Total de viajeros;Variación de la media en lo que va de año;2016M10;2,9
Total de viajeros;Variación de la media en lo que va de año;2016M09;3,1
Total de viajeros;Variación de la media en lo que va de año;2016M08;2,9
Total de viajeros;Variación de la media en lo que va de año;2016M07;2,5
Total de viajeros;Variación de la media en lo que va de año;2016M06;3
Total de viajeros;Variación de la media en lo que va de año;2016M05;2,9
Total de viajeros;Variación de la media en lo que va de año;2016M04;2,6
Total de viajeros;Variación de la media en lo que va de año;2016M03;0,8
Total de viajeros;Variación de la media en lo que va de año;2016M02;2,4
Total de viajeros;Variación de la media en lo que va de año;2016M01;-0,2
Total de viajeros;Variación de la media en lo que va de año;2015M12;1
Total de viajeros;Variación de la media en lo que va de año;2015M11;0,9
Total de viajeros;Variación de la media en lo que va de año;2015M10;0,5
Total de viajeros;Variación de la media en lo que va de año;2015M09;0,8
Total de viajeros;Variación de la media en lo que va de año;2015M08;0,7
Total de viajeros;Variación de la media en lo que va de año;2015M07;0,5
Total de viajeros;Variación de la media en lo que va de año;2015M06;0,2
Total de viajeros;Variación de la media en lo que va de año;2015M05;-0,3
Total de viajeros;Variación de la media en lo que va de año;2015M04;-0,4
Total de viajeros;Variación de la media en lo que va de año;2015M03;-1,1
Total de viajeros;Variación de la media en lo que va de año;2015M02;-1,7
Total de viajeros;Variación de la media en lo que va de año;2015M01;-2,4
Total de viajeros;Variación de la media en lo que va de año;2014M12;-0,2
Total de viajeros;Variación de la media en lo que va de año;2014M11;-0,4
Total de viajeros;Variación de la media en lo que va de año;2014M10;-0,3
Total de viajeros;Variación de la media en lo que va de año;2014M09;-0,4
Total de viajeros;Variación de la media en lo que va de año;2014M08;-0,9
Total de viajeros;Variación de la media en lo que va de año;2014M07;-0,9
Total de viajeros;Variación de la media en lo que va de año;2014M06;-1
Total de viajeros;Variación de la media en lo que va de año;2014M05;-0,8
Total de viajeros;Variación de la media en lo que va de año;2014M04;-0,5
Total de viajeros;Variación de la media en lo que va de año;2014M03;1,4
Total de viajeros;Variación de la media en lo que va de año;2014M02;-1
Total de viajeros;Variación de la media en lo que va de año;2014M01;-1,6
Total de viajeros;Variación de la media en lo que va de año;2013M12;-1,8
Total de viajeros;Variación de la media en lo que va de año;2013M11;-2,1
Total de viajeros;Variación de la media en lo que va de año;2013M10;-2,4
Total de viajeros;Variación de la media en lo que va de año;2013M09;-2,9
Total de viajeros;Variación de la media en lo que va de año;2013M08;-3,3
Total de viajeros;Variación de la media en lo que va de año;2013M07;-3,2
Total de viajeros;Variación de la media en lo que va de año;2013M06;-3,5
Total de viajeros;Variación de la media en lo que va de año;2013M05;-3,5
Total de viajeros;Variación de la media en lo que va de año;2013M04;-3,7
Total de viajeros;Variación de la media en lo que va de año;2013M03;-7,1
Total de viajeros;Variación de la media en lo que va de año;2013M02;-5
Total de viajeros;Variación de la media en lo que va de año;2013M01;-3,2
Total de viajeros;Variación de la media en lo que va de año;2012M12;-3,7
Total de viajeros;Variación de la media en lo que va de año;2012M11;-3,3
Total de viajeros;Variación de la media en lo que va de año;2012M10;-2,8
Total de viajeros;Variación de la media en lo que va de año;2012M09;-3
Total de viajeros;Variación de la media en lo que va de año;2012M08;-2,5
Total de viajeros;Variación de la media en lo que va de año;2012M07;-2,2
Total de viajeros;Variación de la media en lo que va de año;2012M06;-2,2
Total de viajeros;Variación de la media en lo que va de año;2012M05;-2,1
Total de viajeros;Variación de la media en lo que va de año;2012M04;-1,8
Total de viajeros;Variación de la media en lo que va de año;2012M03;-0,9
Total de viajeros;Variación de la media en lo que va de año;2012M02;1
Total de viajeros;Variación de la media en lo que va de año;2012M01;1,6
Total de viajeros;Variación de la media en lo que va de año;2011M12;-0,1
Total de viajeros;Variación de la media en lo que va de año;2011M11;-0,1
Total de viajeros;Variación de la media en lo que va de año;2011M10;0
Total de viajeros;Variación de la media en lo que va de año;2011M09;0,1
Total de viajeros;Variación de la media en lo que va de año;2011M08;0,1
Total de viajeros;Variación de la media en lo que va de año;2011M07;-0,2
Total de viajeros;Variación de la media en lo que va de año;2011M06;0,1
Total de viajeros;Variación de la media en lo que va de año;2011M05;0,1
Total de viajeros;Variación de la media en lo que va de año;2011M04;0
Total de viajeros;Variación de la media en lo que va de año;2011M03;1,4
Total de viajeros;Variación de la media en lo que va de año;2011M02;1,4
Total de viajeros;Variación de la media en lo que va de año;2011M01;1,8
Total de viajeros;Variación de la media en lo que va de año;2010M12;-1,4
Total de viajeros;Variación de la media en lo que va de año;2010M11;-1,5
Total de viajeros;Variación de la media en lo que va de año;2010M10;-1,6
Total de viajeros;Variación de la media en lo que va de año;2010M09;-1,5
Total de viajeros;Variación de la media en lo que va de año;2010M08;-1,6
Total de viajeros;Variación de la media en lo que va de año;2010M07;-1,6
Total de viajeros;Variación de la media en lo que va de año;2010M06;-1,3
Total de viajeros;Variación de la media en lo que va de año;2010M05;-1,1
Total de viajeros;Variación de la media en lo que va de año;2010M04;-1,6
Total de viajeros;Variación de la media en lo que va de año;2010M03;-2,7
Total de viajeros;Variación de la media en lo que va de año;2010M02;-3,9
Total de viajeros;Variación de la media en lo que va de año;2010M01;-5,4
Total de viajeros;Variación de la media en lo que va de año;2009M12;-3,8
Total de viajeros;Variación de la media en lo que va de año;2009M11;-3,9
Total de viajeros;Variación de la media en lo que va de año;2009M10;-4,2
Total de viajeros;Variación de la media en lo que va de año;2009M09;-4
Total de viajeros;Variación de la media en lo que va de año;2009M08;-4,2
Total de viajeros;Variación de la media en lo que va de año;2009M07;-4,2
Total de viajeros;Variación de la media en lo que va de año;2009M06;-4,2
Total de viajeros;Variación de la media en lo que va de año;2009M05;-4,6
Total de viajeros;Variación de la media en lo que va de año;2009M04;-5
Total de viajeros;Variación de la media en lo que va de año;2009M03;-2,8
Total de viajeros;Variación de la media en lo que va de año;2009M02;-7,5
Total de viajeros;Variación de la media en lo que va de año;2009M01;-8,1
Total de viajeros;Variación de la media en lo que va de año;2008M12;-1,4
Total de viajeros;Variación de la media en lo que va de año;2008M11;-1,5
Total de viajeros;Variación de la media en lo que va de año;2008M10;-1,3
Total de viajeros;Variación de la media en lo que va de año;2008M09;-1,3
Total de viajeros;Variación de la media en lo que va de año;2008M08;-1,5
Total de viajeros;Variación de la media en lo que va de año;2008M07;-1,4
Total de viajeros;Variación de la media en lo que va de año;2008M06;-1,8
Total de viajeros;Variación de la media en lo que va de año;2008M05;-1,4
Total de viajeros;Variación de la media en lo que va de año;2008M04;-0,4
Total de viajeros;Variación de la media en lo que va de año;2008M03;-3,6
Total de viajeros;Variación de la media en lo que va de año;2008M02;1,8
Total de viajeros;Variación de la media en lo que va de año;2008M01;1,2
Total de viajeros;Variación de la media en lo que va de año;2007M12;-0,4
Total de viajeros;Variación de la media en lo que va de año;2007M11;-0,2
Total de viajeros;Variación de la media en lo que va de año;2007M10;-0,1
Total de viajeros;Variación de la media en lo que va de año;2007M09;-0,1
Total de viajeros;Variación de la media en lo que va de año;2007M08;0,2
Total de viajeros;Variación de la media en lo que va de año;2007M07;0,5
Total de viajeros;Variación de la media en lo que va de año;2007M06;0,4
Total de viajeros;Variación de la media en lo que va de año;2007M05;0,7
Total de viajeros;Variación de la media en lo que va de año;2007M04;1,2
Total de viajeros;Variación de la media en lo que va de año;2007M03;1,1
Total de viajeros;Variación de la media en lo que va de año;2007M02;1,5
Total de viajeros;Variación de la media en lo que va de año;2007M01;3,2
Total de viajeros;Variación de la media en lo que va de año;2006M12;1,1
Total de viajeros;Variación de la media en lo que va de año;2006M11;1,2
Total de viajeros;Variación de la media en lo que va de año;2006M10;1,3
Total de viajeros;Variación de la media en lo que va de año;2006M09;1,1
Total de viajeros;Variación de la media en lo que va de año;2006M08;1,2
Total de viajeros;Variación de la media en lo que va de año;2006M07;1,2
Total de viajeros;Variación de la media en lo que va de año;2006M06;0,7
Total de viajeros;Variación de la media en lo que va de año;2006M05;0,9
Total de viajeros;Variación de la media en lo que va de año;2006M04;0,5
Total de viajeros;Variación de la media en lo que va de año;2006M03;4,3
Total de viajeros;Variación de la media en lo que va de año;2006M02;2
Total de viajeros;Variación de la media en lo que va de año;2006M01;0,7
Total de viajeros;Variación de la media en lo que va de año;2005M12;""
Total de viajeros;Variación de la media en lo que va de año;2005M11;""
Total de viajeros;Variación de la media en lo que va de año;2005M10;""
Total de viajeros;Variación de la media en lo que va de año;2005M09;""
Total de viajeros;Variación de la media en lo que va de año;2005M08;""
Total de viajeros;Variación de la media en lo que va de año;2005M07;""
Total de viajeros;Variación de la media en lo que va de año;2005M06;""
Total de viajeros;Variación de la media en lo que va de año;2005M05;""
Total de viajeros;Variación de la media en lo que va de año;2005M04;""
Total de viajeros;Variación de la media en lo que va de año;2005M03;""
Total de viajeros;Variación de la media en lo que va de año;2005M02;""
Total de viajeros;Variación de la media en lo que va de año;2005M01;""
Total de viajeros;Variación de la media en lo que va de año;2004M12;""
Total de viajeros;Variación de la media en lo que va de año;2004M11;""
Total de viajeros;Variación de la media en lo que va de año;2004M10;""
Total de viajeros;Variación de la media en lo que va de año;2004M09;""
Total de viajeros;Variación de la media en lo que va de año;2004M08;""
Total de viajeros;Variación de la media en lo que va de año;2004M07;""
Total de viajeros;Variación de la media en lo que va de año;2004M06;""
Total de viajeros;Variación de la media en lo que va de año;2004M05;""
Total de viajeros;Variación de la media en lo que va de año;2004M04;""
Total de viajeros;Variación de la media en lo que va de año;2004M03;""
Total de viajeros;Variación de la media en lo que va de año;2004M02;""
Total de viajeros;Variación de la media en lo que va de año;2004M01;""
